true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,External Calculator (NaiveBayes)
5,5,0,[0.  0.  0.  0.1 0.  0.5 0.  0.2 0.1 0.1],0.40969100130080555,1.0
2,7,1,[0.  0.  0.2 0.1 0.  0.  0.  0.5 0.  0.2],0.46989700043360183,1.0
8,0,1,[0.4 0.  0.1 0.3 0.  0.  0.  0.  0.2 0. ],0.4441663720798799,0.9999999999999992
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0.  0.1 0.  0.  0.  0.  0.  0.  0.9 0. ],0.8588182584953924,1.0
3,3,0,[0.  0.1 0.  0.8 0.  0.  0.  0.  0.  0.1],0.7224719895935549,1.0
5,5,0,[0.2 0.  0.  0.1 0.1 0.5 0.  0.  0.  0.1],0.40969100130080555,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
8,7,1,[0.  0.  0.1 0.2 0.  0.  0.1 0.3 0.3 0. ],0.34647875196459355,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.8 0.  0.1 0.  0.  0.  0.1 0. ],0.7224719895935549,1.0
9,9,0,[0.  0.  0.  0.  0.2 0.1 0.  0.1 0.  0.6],0.5270967493629823,1.0
7,2,1,[0.  0.  0.4 0.2 0.1 0.  0.  0.2 0.  0.1],0.3612359947967775,1.0
8,6,1,[0.  0.  0.  0.1 0.  0.2 0.4 0.  0.3 0. ],0.4441663720798799,1.0
4,4,0,[0.  0.  0.  0.1 0.7 0.1 0.  0.  0.  0.1],0.5915686280099797,1.0
0,0,0,[0.3 0.  0.  0.  0.2 0.  0.  0.1 0.1 0.3],0.3464787519645937,1.0
3,3,0,[0.  0.  0.  0.4 0.  0.3 0.1 0.1 0.1 0. ],0.38396037294708363,1.0
0,0,0,[0.8 0.  0.1 0.  0.  0.1 0.  0.  0.  0. ],0.7224719895935549,1.0
7,7,0,[0.  0.  0.1 0.  0.3 0.  0.  0.5 0.  0.1],0.4926213785839081,1.0
8,8,0,[0.1 0.  0.1 0.2 0.1 0.  0.2 0.  0.3 0. ],0.26354837468149117,1.0
8,8,0,[0.  0.  0.  0.2 0.  0.  0.  0.  0.8 0. ],0.7826779887263511,0.9999979216127487
4,4,0,[0.  0.  0.1 0.  0.9 0.  0.  0.  0.  0. ],0.8588182584953924,1.0
7,7,0,[0.  0.  0.  0.  0.  0.  0.  0.6 0.  0.4],0.7077147467613712,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
8,8,0,[0.  0.  0.  0.  0.1 0.  0.1 0.  0.6 0.2],0.5270967493629823,1.0
5,5,0,[0.  0.  0.  0.  0.  0.9 0.  0.  0.1 0. ],0.8588182584953924,1.0
8,8,0,[0.  0.  0.  0.  0.  0.1 0.  0.  0.8 0.1],0.7224719895935549,1.0
4,6,1,[0.  0.  0.  0.  0.2 0.2 0.5 0.  0.  0.1],0.46989700043360183,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
8,8,0,[0.  0.  0.  0.2 0.  0.  0.  0.1 0.6 0.1],0.5270967493629823,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.9 0.  0.  0.  0.  0.1 0. ],0.8588182584953924,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.1 0.9 0.  0.  0.  0.  0.  0. ],0.8588182584953924,1.0
1,1,0,[0.  0.7 0.  0.2 0.1 0.  0.  0.  0.  0. ],0.651774627142776,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
9,9,0,[0.  0.1 0.  0.2 0.1 0.2 0.  0.1 0.  0.3],0.26354837468149117,1.0
5,5,0,[0.  0.  0.  0.1 0.  0.9 0.  0.  0.  0. ],0.8588182584953924,1.0
5,5,0,[0.  0.  0.  0.3 0.1 0.4 0.2 0.  0.  0. ],0.4441663720798799,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
6,6,0,[0.  0.  0.  0.1 0.1 0.  0.8 0.  0.  0. ],0.7224719895935549,1.0
5,5,0,[0.1 0.  0.1 0.  0.  0.7 0.  0.  0.  0.1],0.5915686280099797,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
9,9,0,[0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.8],0.7826779887263511,1.0
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0.  0.  0.  0.  0.  0.9 0.  0.  0.1 0. ],0.8588182584953924,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0.  0.  0.  0.1 0.  0.  0.  0.9 0.  0. ],0.8588182584953924,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.7 0.1 0.  0.  0.1 0.  0.1 0. ],0.5915686280099797,1.0
0,0,0,[0.7 0.  0.  0.  0.  0.  0.2 0.  0.  0.1],0.651774627142776,1.0
8,8,0,[0.  0.2 0.  0.2 0.  0.  0.  0.  0.6 0. ],0.5873027484957786,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
0,0,0,[0.9 0.  0.1 0.  0.  0.  0.  0.  0.  0. ],0.8588182584953924,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.7 0.1 0.  0.  0.  0.1 0.1],0.5915686280099797,1.0
4,4,0,[0.  0.  0.  0.  0.7 0.  0.  0.  0.1 0.2],0.651774627142776,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.4 0.  0.  0.  0.  0.2 0.4],0.5418539921951662,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
0,0,0,[0.8 0.  0.  0.  0.  0.1 0.  0.  0.1 0. ],0.7224719895935549,0.9999999999996837
8,8,0,[0.  0.  0.  0.2 0.1 0.2 0.  0.1 0.4 0. ],0.36123599479677737,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.9 0. ],0.8588182584953924,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,0.9999999999999999
7,4,1,[0.  0.  0.  0.  0.4 0.  0.  0.4 0.  0.2],0.5418539921951662,1.0
9,9,0,[0.  0.  0.1 0.  0.  0.  0.  0.1 0.1 0.7],0.5915686280099798,1.0
3,3,0,[0.  0.  0.1 0.8 0.  0.  0.  0.  0.1 0. ],0.7224719895935549,1.0
8,8,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.9 0. ],0.8588182584953924,1.0
6,6,0,[0.1 0.  0.1 0.  0.1 0.1 0.5 0.  0.1 0. ],0.3494850021680093,0.9999996100196532
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.1 0.  0.8],0.7224719895935549,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.9 0.  0.  0.  0.  0.  0.1 0. ],0.8588182584953924,1.0
3,3,0,[0.  0.  0.  0.7 0.1 0.  0.1 0.  0.1 0. ],0.5915686280099797,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
0,0,0,[0.7 0.  0.2 0.  0.  0.  0.1 0.  0.  0. ],0.651774627142776,1.0
2,2,0,[0.  0.  0.7 0.1 0.  0.  0.  0.2 0.  0. ],0.651774627142776,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,0,1,[0.3 0.  0.  0.2 0.  0.1 0.1 0.  0.2 0.1],0.263548374681491,0.7714624601218856
3,5,1,[0.  0.  0.1 0.2 0.  0.5 0.1 0.  0.  0.1],0.40969100130080555,1.0
5,5,0,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,0.9897230809869372
5,5,0,[0.  0.  0.  0.  0.  0.7 0.  0.2 0.1 0. ],0.651774627142776,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
2,2,0,[0.  0.1 0.8 0.1 0.  0.  0.  0.  0.  0. ],0.7224719895935549,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,0.9999999996760731
6,2,1,[0.1 0.1 0.2 0.  0.2 0.  0.2 0.1 0.1 0. ],0.18061799739838874,1.0
7,7,0,[0.  0.  0.  0.  0.  0.  0.  0.9 0.  0.1],0.8588182584953924,1.0
2,2,0,[0.  0.  0.3 0.1 0.1 0.3 0.1 0.  0.  0.1],0.28627275283179754,1.0
8,8,0,[0.  0.  0.1 0.  0.  0.1 0.  0.  0.8 0. ],0.7224719895935549,0.9987614882181157
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,1.0
0,0,0,[0.9 0.  0.  0.  0.  0.  0.  0.  0.1 0. ],0.8588182584953924,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0
7,7,0,[0.  0.  0.  0.  0.  0.1 0.  0.9 0.  0. ],0.8588182584953924,1.0
8,8,0,[0.  0.  0.  0.1 0.  0.3 0.  0.  0.6 0. ],0.6100271266460848,1.0
9,4,1,[0.  0.  0.  0.  0.5 0.1 0.2 0.  0.1 0.1],0.40969100130080555,1.0
0,0,0,[0.9 0.  0.  0.1 0.  0.  0.  0.  0.  0. ],0.8588182584953924,0.8996450121543073
8,8,0,[0.  0.  0.  0.  0.  0.  0.  0.  0.7 0.3],0.7347050044258784,1.0
4,4,0,[0.  0.  0.  0.  0.8 0.  0.  0.1 0.  0.1],0.7224719895935549,1.0
4,4,0,[0.  0.  0.  0.  0.6 0.  0.  0.1 0.  0.3],0.6100271266460848,1.0
5,5,0,[0.  0.  0.  0.  0.  0.6 0.2 0.  0.2 0. ],0.5873027484957786,0.9526064993282765
8,8,0,[0.  0.  0.  0.2 0.  0.  0.  0.  0.8 0. ],0.7826779887263511,1.0
5,5,0,[0.  0.  0.  0.1 0.  0.5 0.  0.  0.1 0.3],0.49262137858390803,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
6,6,0,[0.  0.  0.  0.  0.1 0.  0.8 0.  0.1 0. ],0.7224719895935549,1.0
3,3,0,[0.  0.  0.2 0.8 0.  0.  0.  0.  0.  0. ],0.7826779887263511,1.0
0,0,0,[0.9 0.  0.  0.  0.  0.  0.1 0.  0.  0. ],0.8588182584953924,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.9],0.8588182584953924,1.0
3,3,0,[0.  0.  0.  0.7 0.  0.3 0.  0.  0.  0. ],0.7347050044258784,1.0
7,2,1,[0.  0.1 0.4 0.1 0.  0.  0.  0.2 0.2 0. ],0.36123599479677737,1.0
6,6,0,[0.3 0.  0.  0.  0.  0.1 0.5 0.  0.1 0. ],0.4926213785839081,0.9993742268069683
8,8,0,[0.  0.  0.1 0.3 0.  0.  0.  0.  0.6 0. ],0.6100271266460848,1.0
9,9,0,[0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.8],0.7826779887263511,1.0
3,8,1,[0.1 0.1 0.2 0.2 0.  0.  0.  0.  0.4 0. ],0.36123599479677737,1.0
4,4,0,[0.  0.  0.  0.  0.9 0.  0.  0.  0.  0.1],0.8588182584953924,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.9],0.8588182584953924,1.0
5,5,0,[0.2 0.  0.  0.2 0.  0.6 0.  0.  0.  0. ],0.5873027484957786,1.0
8,8,0,[0.  0.1 0.  0.  0.1 0.  0.  0.  0.8 0. ],0.7224719895935549,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.9],0.8588182584953924,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.9 0.  0.  0.  0.  0.  0.1 0. ],0.8588182584953924,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0
6,6,0,[0.1 0.  0.  0.  0.  0.  0.8 0.  0.1 0. ],0.7224719895935549,1.0
8,8,0,[0.1 0.  0.1 0.  0.1 0.2 0.1 0.  0.3 0.1],0.20334237554869472,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.8 0.  0.1 0.  0.  0.  0.1],0.7224719895935549,1.0
7,7,0,[0.  0.  0.  0.1 0.1 0.1 0.  0.6 0.1 0. ],0.4668907502301861,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.9],0.8588182584953924,1.0
0,0,0,[0.6 0.  0.2 0.  0.  0.1 0.  0.  0.1 0. ],0.5270967493629823,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
4,9,1,[0.  0.  0.  0.  0.2 0.  0.  0.1 0.  0.7],0.651774627142776,1.0
7,8,1,[0.  0.  0.1 0.2 0.1 0.  0.  0.2 0.3 0.1],0.2635483746814913,0.9999999999794036
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0.  0.  0.  0.  0.1 0.  0.  0.2 0.6 0.1],0.5270967493629823,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
4,4,0,[0.  0.  0.  0.  0.9 0.  0.  0.  0.  0.1],0.8588182584953924,1.0
5,5,0,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.9 0.  0.  0.  0.1 0.  0. ],0.8588182584953924,1.0
9,0,1,[0.6 0.  0.  0.  0.  0.1 0.1 0.  0.1 0.1],0.4668907502301861,1.0
6,6,0,[0.  0.  0.  0.  0.  0.  0.9 0.  0.1 0. ],0.8588182584953924,1.0
2,2,0,[0.  0.  0.6 0.  0.2 0.1 0.1 0.  0.  0. ],0.5270967493629823,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.2 0.  0.4 0.1 0.  0.2 0.  0.  0.1 0. ],0.3612359947967775,1.0
8,8,0,[0.1 0.  0.  0.  0.1 0.  0.2 0.  0.5 0.1],0.40969100130080555,0.9959912071195185
0,8,1,[0.2 0.1 0.  0.  0.  0.1 0.2 0.  0.4 0. ],0.36123599479677737,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
6,6,0,[0.1 0.  0.  0.  0.1 0.2 0.3 0.1 0.2 0. ],0.263548374681491,1.0
6,6,0,[0.  0.  0.  0.  0.  0.1 0.9 0.  0.  0. ],0.8588182584953924,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
3,3,0,[0.  0.  0.  0.8 0.  0.  0.  0.  0.2 0. ],0.7826779887263511,1.0
7,7,0,[0.  0.3 0.  0.2 0.  0.  0.  0.5 0.  0. ],0.5528273777167043,1.0
0,0,0,[0.9 0.  0.  0.  0.  0.  0.  0.  0.1 0. ],0.8588182584953924,0.8353902774500254
5,5,0,[0.  0.2 0.  0.1 0.  0.5 0.1 0.1 0.  0. ],0.40969100130080555,0.9999992551471079
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,0.9999999999999981
8,0,1,[0.2 0.  0.1 0.2 0.1 0.  0.2 0.  0.2 0. ],0.24082399653118491,1.0
0,0,0,[0.9 0.  0.  0.  0.  0.  0.1 0.  0.  0. ],0.8588182584953924,1.0
5,5,0,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0.  0.  0.  0.  0.8 0.  0.  0.1 0.  0.1],0.7224719895935549,1.0
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0.  0.  0.1 0.1 0.1 0.  0.1 0.  0.5 0.1],0.3494850021680093,1.0
4,4,0,[0.  0.  0.  0.  0.7 0.  0.  0.  0.2 0.1],0.651774627142776,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.6 0.  0.  0.1 0.  0.  0.3 0. ],0.6100271266460848,1.0
7,7,0,[0.  0.  0.  0.1 0.1 0.  0.  0.6 0.1 0.1],0.4668907502301861,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.9],0.8588182584953924,1.0
5,5,0,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.1 0.  0.  0.9 0.  0.  0.  0.  0.  0. ],0.8588182584953924,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0.  0.  0.1 0.  0.8 0.  0.  0.  0.  0.1],0.7224719895935549,1.0
3,3,0,[0.  0.  0.  0.9 0.  0.  0.  0.  0.1 0. ],0.8588182584953924,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
1,1,0,[0.  0.9 0.  0.  0.  0.  0.  0.  0.1 0. ],0.8588182584953924,1.0
9,9,0,[0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.8],0.7826779887263511,0.9999999997687639
4,4,0,[0.1 0.  0.  0.  0.5 0.1 0.  0.  0.  0.3],0.49262137858390803,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
6,6,0,[0.1 0.  0.1 0.  0.  0.  0.8 0.  0.  0. ],0.7224719895935549,1.0
5,5,0,[0.  0.  0.  0.  0.1 0.6 0.  0.1 0.2 0. ],0.5270967493629823,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
9,9,0,[0.1 0.  0.  0.  0.1 0.  0.  0.1 0.  0.7],0.5915686280099798,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.9],0.8588182584953924,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,0.9984692045507021
7,7,0,[0.  0.  0.  0.  0.  0.  0.  0.9 0.1 0. ],0.8588182584953924,1.0
8,8,0,[0.  0.  0.  0.  0.1 0.1 0.  0.  0.8 0. ],0.7224719895935549,0.8138023735259109
0,0,0,[0.7 0.  0.  0.1 0.  0.1 0.  0.  0.1 0. ],0.5915686280099797,1.0
1,1,0,[0.  0.7 0.1 0.1 0.1 0.  0.  0.  0.  0. ],0.5915686280099797,1.0
3,3,0,[0.  0.  0.  0.9 0.  0.  0.  0.1 0.  0. ],0.8588182584953924,0.9999968792373579
6,6,0,[0.  0.  0.  0.  0.  0.  0.9 0.  0.  0.1],0.8588182584953924,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.1 0.8 0.  0.  0.  0.  0.1 0. ],0.7224719895935549,1.0
4,4,0,[0.  0.  0.1 0.1 0.4 0.1 0.1 0.1 0.  0.1],0.24082399653118491,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0.  0.  0.  0.  0.  0.  0.  0.9 0.  0.1],0.8588182584953924,1.0
0,0,0,[0.8 0.  0.  0.1 0.  0.  0.  0.  0.  0.1],0.7224719895935549,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.7 0.2 0.  0.  0.  0.1 0.  0. ],0.651774627142776,1.0
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.1 0.  0.5 0.1 0.  0.1 0.1 0.  0.1 0. ],0.3494850021680092,1.0
5,3,1,[0.  0.  0.  0.4 0.  0.4 0.  0.  0.2 0. ],0.5418539921951662,1.0
2,2,0,[0.  0.  0.4 0.  0.  0.  0.1 0.4 0.1 0. ],0.4816479930623699,1.0
2,2,0,[0.  0.  0.9 0.  0.  0.  0.1 0.  0.  0. ],0.8588182584953924,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
8,8,0,[0.  0.  0.  0.2 0.2 0.  0.  0.  0.5 0.1],0.46989700043360183,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,0,1,[0.3 0.  0.3 0.1 0.  0.2 0.  0.  0.1 0. ],0.34647875196459355,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
6,6,0,[0.  0.  0.2 0.  0.  0.3 0.4 0.  0.  0.1],0.4441663720798799,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.8 0.1 0.  0.  0.  0.  0.1 0. ],0.7224719895935549,1.0
7,7,0,[0.  0.  0.  0.1 0.  0.  0.  0.9 0.  0. ],0.8588182584953924,1.0
8,4,1,[0.  0.  0.1 0.  0.4 0.  0.  0.  0.4 0.1],0.4816479930623699,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.7 0.1 0.  0.1 0.1 0.  0.  0. ],0.5915686280099797,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.1 0.  0.1 0.  0.7],0.5915686280099798,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.9 0.1 0.  0.  0.  0.  0.  0. ],0.8588182584953924,1.0
7,1,1,[0.  0.3 0.  0.  0.3 0.1 0.  0.3 0.  0. ],0.4294091292476961,1.0
9,9,0,[0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.9],0.8588182584953924,1.0
9,9,0,[0.1 0.  0.2 0.  0.1 0.  0.  0.1 0.1 0.4],0.3010299956639811,1.0
2,2,0,[0.  0.  0.8 0.1 0.  0.  0.  0.1 0.  0. ],0.7224719895935549,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
5,5,0,[0.  0.  0.  0.  0.  0.9 0.  0.  0.1 0. ],0.8588182584953924,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0.  0.  0.  0.  0.6 0.  0.1 0.  0.  0.3],0.6100271266460848,0.9991313278172573
9,9,0,[0.1 0.  0.  0.  0.  0.  0.  0.  0.1 0.8],0.7224719895935549,1.0
4,4,0,[0.  0.  0.  0.  0.8 0.  0.  0.1 0.  0.1],0.7224719895935549,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,7,1,[0.  0.  0.  0.  0.1 0.  0.  0.5 0.4 0. ],0.5903089986991944,1.0
5,5,0,[0.  0.  0.  0.  0.  0.9 0.  0.1 0.  0. ],0.8588182584953924,1.0
6,6,0,[0.  0.  0.1 0.  0.1 0.  0.8 0.  0.  0. ],0.7224719895935549,1.0
2,2,0,[0.  0.  0.8 0.1 0.  0.  0.  0.  0.1 0. ],0.7224719895935549,1.0
8,8,0,[0.  0.  0.1 0.  0.  0.1 0.  0.  0.8 0. ],0.7224719895935549,0.999963662583826
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,0.9999999999861737
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.9 0.1 0.  0.  0.  0.  0.  0. ],0.8588182584953924,1.0
8,8,0,[0.  0.  0.1 0.  0.  0.1 0.3 0.  0.5 0. ],0.4926213785839081,1.0
4,4,0,[0.  0.  0.  0.  0.8 0.  0.2 0.  0.  0. ],0.7826779887263511,1.0
9,9,0,[0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.9],0.8588182584953924,1.0
9,9,0,[0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.9],0.8588182584953924,1.0
3,2,1,[0.  0.  0.4 0.3 0.1 0.  0.1 0.  0.  0.1],0.38396037294708363,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
