Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length 1, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length 2,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
6,10114322,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.395478807,3371440.667,5805291.973,10100000.0,15958.0,10100000.0,5057161.0,7096031.51,10100000.0,39509.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104.0,40.0,0.296609105,0.098869702,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104.0,0,0,0,0,0,0,3,0,1,0,65535,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RANSOMWARE_SIMPLOCKER,normal,1,[0.9 0.  0.1 0.  0. ],0.7980145920013804,0.7368421052631579,"[('normal', 14), ('RANSOMWARE_SIMPLOCKER', 2), ('ADWARE_KOODOUS', 2), ('SMSMALWARE_FAKEINST', 1)]",0.5721238965071211,0.8213437352716919,0.31045357568718535,58
17,46387,1,1,419,17.0,419,419,419.0,0.0,17,17,17.0,0.0,9399.185117,43.11552806,46387.0,0.0,46387.0,46387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,21.55776403,21.55776403,17,419,285.0,232.0948082,53868.0,0,0,0,0,0,0,0,0,1,427.5,419.0,17.0,32.0,0,0,0,0,0,0,1,419,1,17,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.  0.  0.2 0. ],0.6890824929174288,0.8947368421052632,"[('normal', 17), ('SCAREWARE_ANDROIDDEFENDER', 1), ('SMSMALWARE_FAKEINST', 1)]",0.5835751852790754,0.832343146044656,0.14735398494151558,58
6,263538,6,4,356,166.0,178,0,59.33333333,91.91880475,83,0,41.5,47.92007234,1980.739021,37.94519196,29282.0,44856.62373,140568.0,310.0,263538.0,52707.6,51797.42593,140568.0,2271.0,224146.0,74715.33333,94930.91259,181630.0,310.0,0,0,0,0,200.0,136.0,22.76711518,15.17807679,0,178,47.45454545,72.37038571,5237.472727,0,0,0,1,0,0,0,0,0,52.2,59.33333333,41.5,200.0,0,0,0,0,0,0,6,356,4,166,65535,349,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.8421052631578947,"[('normal', 16), ('ADWARE_KOODOUS', 1), ('RANSOMWARE_SIMPLOCKER', 1), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.5840835708550387,0.9650748834506986,0.21287042885420612,53
6,10745563,15,13,1623,9284.0,433,0,108.2,177.5770255,1448,0,714.1538462,674.1295432,1015.023596,2.605726661,397983.8148,1932501.4,10100000.0,4.0,680006.0,48571.85714,46594.91009,152079.0,8.0,10700000.0,893450.75,2890167.373,10100000.0,4.0,0,0,0,0,488.0,424.0,1.395924997,1.209801664,0,1448,376.1034483,554.1573619,307090.3818,0,0,0,1,0,0,0,0,0,389.5357143,108.2,714.1538462,488.0,0,0,0,0,0,0,15,1623,13,9284,65535,65,5,32,680006.0,0.0,680006.0,680006.0,10100000.0,0.0,10100000.0,10100000.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.8947368421052632,"[('normal', 17), ('SMSMALWARE_FAKEINST', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.8591019981257854,0.9910780497234972,0.22809532336942837,52
6,41851,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47.78858331,41851.0,0.0,41851.0,41851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,23.89429165,23.89429165,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32.0,0,0,0,0,0,0,1,0,1,0,1594,349,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.  0.1],0.7980145920013804,0.9473684210526315,"[('normal', 18), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.5828052158972086,0.8389294405045875,0.15875175260451452,59
6,6122565,9,9,943,4089.0,611,0,104.7777778,203.9692243,1452,0,454.3333333,594.5449941,821.8777587,2.939944288,360150.8824,1190381.008,4953000.0,7.0,1169514.0,146189.25,197770.3229,424907.0,9.0,5786160.0,723270.0,1736777.716,4999645.0,7.0,0,0,0,0,200.0,200.0,1.469972144,1.469972144,0,1452,264.8421053,458.5355025,210254.807,0,0,0,1,0,0,0,0,1,279.5555556,104.7777778,454.3333333,200.0,0,0,0,0,0,0,9,943,9,4089,65535,16497,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMSMALWARE_FAKEINST,normal,1,[0.9 0.  0.  0.1 0. ],0.7980145920013804,0.9473684210526315,"[('normal', 18), ('SMSMALWARE_FAKEINST', 1)]",0.5831356504291547,0.8510445174778494,0.3015090462303631,51
17,212183,1,1,39,134.0,39,39,39.0,0.0,134,134,134.0,0.0,815.3339334,9.42582582,212183.0,0.0,212183.0,212183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,40.0,4.71291291,4.71291291,39,134,70.66666667,54.84827557,3008.333333,0,0,0,0,0,0,0,0,1,106.0,39.0,134.0,32.0,0,0,0,0,0,0,1,39,1,134,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCAREWARE_ANDROIDDEFENDER,normal,1,[0.9 0.1 0.  0.  0. ],0.7980145920013804,0.8421052631578947,"[('normal', 16), ('RANSOMWARE_SIMPLOCKER', 2), ('ADWARE_KOODOUS', 1)]",0.5826674035177228,0.7391878936430327,0.16233879344952531,59
6,170,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11764.70588,170.0,0.0,170.0,170.0,170.0,170.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,11764.70588,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADWARE_KOODOUS,normal,1,[1. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5831223571212389,0.9642581628635332,0.17053751680667306,60
6,188846,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10.59063999,188846.0,0.0,188846.0,188846.0,188846.0,188846.0,0.0,188846.0,188846.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,10.59063999,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,31,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADWARE_KOODOUS,normal,1,[0.8 0.  0.  0.2 0. ],0.6890824929174288,0.8947368421052632,"[('normal', 17), ('ADWARE_KOODOUS', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5827815756573353,0.7706805772631473,0.1402666209993649,59
17,31280,1,1,34,138.0,34,34,34.0,0.0,138,138,138.0,0.0,5498.721228,63.93861893,31280.0,0.0,31280.0,31280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,31.96930946,31.96930946,34,138,68.66666667,60.044428,3605.333333,0,0,0,0,0,0,0,0,1,103.0,34.0,138.0,32.0,0,0,0,0,0,0,1,34,1,138,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5829347213305016,0.9950261181657135,0.19426483008535048,59
6,180320,11,8,717,260.0,517,0,65.18181818,151.2572763,148,0,32.5,50.44657712,5418.145519,105.3682343,10017.77778,12943.38864,37749.0,28.0,180320.0,18032.0,20955.6429,53961.0,84.0,126191.0,18027.28571,19266.60946,43546.0,28.0,0,0,0,0,360.0,264.0,61.00266193,44.36557232,0,517,48.85,115.6356688,13371.60789,0,0,0,1,0,0,0,0,0,51.42105263,65.18181818,32.5,360.0,0,0,0,0,0,0,11,717,8,260,65535,340,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5832680507364653,0.9936387751716573,0.23321136192142766,51
6,225766,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.858729835,225766.0,0.0,225766.0,225766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,4.429364918,4.429364918,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32.0,0,0,0,0,0,0,1,0,1,0,3105,3105,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.1 0. ],0.7980145920013804,0.8421052631578947,"[('normal', 16), ('RANSOMWARE_SIMPLOCKER', 2), ('ADWARE_KOODOUS', 1)]",0.5825762318674449,0.8789830384099909,0.16566972986421558,59
6,528870,3,3,738,620.0,738,0,246.0,426.0844987,620,0,206.6666667,357.9571669,2567.738764,11.34494299,105774.0,126624.3549,262417.0,2240.0,228097.0,114048.5,157247.1131,225239.0,2858.0,305871.0,152935.5,162039.8829,267515.0,38356.0,0,0,0,0,80.0,72.0,5.672471496,5.672471496,0,738,194.0,333.0645583,110932.0,0,0,0,1,0,0,0,0,1,226.3333333,246.0,206.6666667,80.0,0,0,0,0,0,0,3,738,3,620,65535,126,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMSMALWARE_FAKEINST,normal,1,[0.9 0.1 0.  0.  0. ],0.7980145920013804,0.9473684210526315,"[('normal', 18), ('ADWARE_KOODOUS', 1)]",0.5894893850776286,0.8906149060424357,0.2605279601849612,53
6,467908,17,17,936,8466.0,296,0,55.05882353,94.76383183,1418,0,498.0,628.6077871,20093.69363,72.663857,14179.0303,27022.84203,128074.0,5.0,390738.0,24421.125,42039.88441,164841.0,10.0,431141.0,26946.3125,52195.40811,166029.0,5.0,0,0,0,0,552.0,552.0,36.3319285,36.3319285,0,1418,268.6285714,491.336837,241411.8874,0,0,0,1,0,0,0,0,1,276.5294118,55.05882353,498.0,552.0,0,0,0,0,0,0,17,936,17,8466,65535,179,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RANSOMWARE_SIMPLOCKER,normal,1,[0.9 0.1 0.  0.  0. ],0.7980145920013804,0.8421052631578947,"[('normal', 16), ('RANSOMWARE_SIMPLOCKER', 1), ('SCAREWARE_ANDROIDDEFENDER', 1), ('ADWARE_KOODOUS', 1)]",0.5837725987030729,-0.7402100859151286,0.24820964801243448,54
6,4892109,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.408821635,4892109.0,0.0,4892109.0,4892109.0,4892109.0,4892109.0,0.0,4892109.0,4892109.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64.0,0.0,0.408821635,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0,0,0,1686,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.  0.1 0.1 0. ],0.6029471813027503,0.7368421052631579,"[('normal', 14), ('SMSMALWARE_FAKEINST', 2), ('ADWARE_KOODOUS', 2), ('RANSOMWARE_SIMPLOCKER', 1)]",0.76990781530296,0.7317406837652188,0.14898491469639194,59
17,1396,1,1,33,83.0,33,33,33.0,0.0,83,83,83.0,0.0,83094.55587,1432.664756,1396.0,0.0,1396.0,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,716.3323782,716.3323782,33,83,49.66666667,28.86751346,833.3333333,0,0,0,0,0,0,0,0,1,74.5,33.0,83.0,32.0,0,0,0,0,0,0,1,33,1,83,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.8947368421052632,"[('normal', 17), ('SCAREWARE_ANDROIDDEFENDER', 2)]",0.5957738109851792,0.984009041137916,0.21310973919034368,57
6,6864927,7,9,541,6226.0,541,0,77.28571429,204.4787799,1448,0,691.7777778,676.9447499,985.7351724,2.330687566,457661.8,1756710.238,6807725.0,8.0,57202.0,9533.666667,14306.24481,29097.0,8.0,6841619.0,855202.375,2406760.304,6811584.0,10.0,0,0,0,0,244.0,296.0,1.01967581,1.311011756,0,1448,398.0588235,590.1302262,348253.6838,0,0,0,1,0,0,0,0,1,422.9375,77.28571429,691.7777778,244.0,0,0,0,0,0,0,7,541,9,6226,65535,675,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMSMALWARE_FAKEINST,normal,1,[0.8 0.1 0.1 0.  0. ],0.6029471813027503,0.9473684210526315,"[('normal', 18), ('SMSMALWARE_FAKEINST', 1)]",0.5688844411272673,0.784488644784874,0.22735914182519193,52
6,12023479,23,26,1763,5169.0,368,0,76.65217391,116.2116442,1418,0,198.8076923,445.7875745,576.5386208,4.075359553,250489.1458,990171.9551,5091762.0,7.0,12000000.0,546521.7727,1475165.886,5251681.0,7.0,7126228.0,285049.12,1032113.575,5211260.0,9.0,0,0,0,0,744.0,840.0,1.912923872,2.162435681,0,1418,138.64,334.0230812,111571.4188,0,0,0,1,0,0,0,0,1,141.4693878,76.65217391,198.8076923,744.0,0,0,0,0,0,0,23,1763,26,5169,65535,374,11,32,1237581.0,0.0,1237581.0,1237581.0,5091762.0,0.0,5091762.0,5091762.0,normal,normal,0,[0.9 0.  0.  0.  0.1],0.7980145920013804,0.8947368421052632,"[('normal', 17), ('RANSOMWARE_SIMPLOCKER', 1), ('SMSMALWARE_FAKEINST', 1)]",0.9975663159979427,0.882304561646101,0.24216338966233883,46
6,16510681,60,101,867,141869.0,434,0,14.45,78.4723691,1460,0,1404.643564,271.8444991,8645.070424,9.75126344,103191.7562,1252002.752,15800000.0,2.0,670848.0,11370.30508,26431.78583,102769.0,4.0,16400000.0,164226.3,1587799.025,15900000.0,2.0,0,0,0,0,1220.0,2032.0,3.63401122,6.11725222,0,1460,881.0864198,710.5173288,504834.8745,0,0,0,1,0,0,0,0,1,886.5590062,14.45,1404.643564,1220.0,0,0,0,0,0,0,60,867,101,141869,65535,31,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.1 0.  0. ],0.7980145920013804,0.8947368421052632,"[('normal', 17), ('SMSMALWARE_FAKEINST', 2)]",0.5785796954788895,0.8824197540129266,0.263696495751914,57
6,12402,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,161.2643122,12402.0,0.0,12402.0,12402.0,12402.0,12402.0,0.0,12402.0,12402.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,161.2643122,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMSMALWARE_FAKEINST,normal,1,[0.9 0.  0.  0.1 0. ],0.7980145920013804,0.7368421052631579,"[('normal', 14), ('SCAREWARE_ANDROIDDEFENDER', 2), ('RANSOMWARE_SIMPLOCKER', 1), ('ADWARE_KOODOUS', 1), ('SMSMALWARE_FAKEINST', 1)]",0.5828644842440934,0.7985006259017166,0.14935344992555158,59
6,6654378,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.300554011,6654378.0,0.0,6654378.0,6654378.0,6654378.0,6654378.0,0.0,6654378.0,6654378.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64.0,0.0,0.300554011,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCAREWARE_ANDROIDDEFENDER,normal,1,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.9070601253163526,0.9802867560239072,0.22309382329379812,57
6,2078,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,962.4639076,2078.0,0.0,2078.0,2078.0,2078.0,2078.0,0.0,2078.0,2078.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,962.4639076,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,1403,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5828936721915869,0.9414623061410932,0.1832267112356758,59
17,50391,1,1,42,58.0,42,42,42.0,0.0,58,58,58.0,0.0,1984.481356,39.68962712,50391.0,0.0,50391.0,50391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,40.0,19.84481356,19.84481356,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,32.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.582809134958218,0.9729725637633169,0.20000187050269583,59
6,15655017,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.127754572,15700000.0,0.0,15700000.0,15700000.0,15700000.0,15700000.0,0.0,15700000.0,15700000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,0.127754572,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,7316,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.1 0. ],0.7980145920013804,1.0,"[('normal', 19)]",0.9122422723069326,0.884698364212887,0.2535107711634189,59
6,230880,14,10,8540,749.0,1368,0,610.0,683.3218636,428,0,74.9,138.0084136,40233.02148,103.950104,10038.26087,15000.72924,41288.0,6.0,230880.0,17760.0,22061.27125,59984.0,6.0,158078.0,17564.22222,21362.0852,52009.0,27.0,0,0,0,0,456.0,328.0,60.63756064,43.31254331,0,1368,371.56,579.3520145,335648.7567,0,0,0,1,0,0,0,0,0,387.0416667,610.0,74.9,456.0,0,0,0,0,0,0,14,8540,10,749,65535,468,9,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.1 0.  0.1 0. ],0.6029471813027503,0.8947368421052632,"[('normal', 17), ('SCAREWARE_ANDROIDDEFENDER', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5814006204924034,0.7977125991019816,0.2756527152352553,55
6,25,1,1,55,0.0,55,55,55.0,0.0,0,0,0.0,0.0,2200000.0,80000.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32.0,32.0,40000.0,40000.0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,1,55.0,55.0,0.0,32.0,0,0,0,0,0,0,1,55,1,0,357,357,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9248350601511971,0.9843548813592062,0.2866994089127442,59
6,37357,1,1,31,0.0,31,31,31.0,0.0,0,0,0.0,0.0,829.8310892,53.53748963,37357.0,0.0,37357.0,37357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32.0,20.0,26.76874481,26.76874481,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,1,31.0,31.0,0.0,32.0,0,0,0,0,0,0,1,31,1,0,1520,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.1 0.1 0.  0. ],0.6029471813027503,0.8421052631578947,"[('normal', 16), ('SCAREWARE_ANDROIDDEFENDER', 2), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5828191134235802,0.6121570359267969,0.09336864188698381,59
6,49988,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60.01440346,24994.0,30791.67189,46767.0,3221.0,0.0,0.0,0.0,0.0,0.0,3221.0,3221.0,0.0,3221.0,3221.0,0,0,0,0,32.0,76.0,20.00480115,40.0096023,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32.0,0,0,0,0,0,0,1,0,2,0,72,3105,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.8947368421052632,"[('normal', 17), ('SMSMALWARE_FAKEINST', 1), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.5830406122198876,0.9786699989552979,0.19979714709291777,59
6,431248,2,3,47,0.0,46,1,23.5,31.81980515,0,0,0.0,0.0,108.9860127,11.59425667,107812.0,126916.2484,264342.0,2351.0,160112.0,160112.0,0.0,160112.0,160112.0,428897.0,214448.5,70560.06437,264342.0,164555.0,1,0,0,0,40.0,84.0,4.637702668,6.956554001,0,46,15.5,23.62837278,558.3,0,1,0,0,1,0,0,0,1,18.6,23.5,0.0,40.0,0,0,0,0,0,0,2,47,3,0,90,16380,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.7 0.1 0.1 0.1 0. ],0.4156668105121241,0.8947368421052632,"[('normal', 17), ('RANSOMWARE_SIMPLOCKER', 2)]",0.6769210545103665,0.6984379795044423,0.13265098254280278,56
6,38571216,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.077778206,19300000.0,27300000.0,38600000.0,2548.0,0.0,0.0,0.0,0.0,0.0,38600000.0,38600000.0,0.0,38600000.0,38600000.0,0,0,0,0,32.0,76.0,0.025926069,0.051852138,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32.0,0,0,0,0,0,0,1,0,2,0,939,1386,0,32,2548.0,0.0,2548.0,2548.0,38600000.0,0.0,38600000.0,38600000.0,normal,normal,0,[0.5 0.1 0.4 0.  0. ],0.4138646883853214,0.7894736842105263,"[('normal', 15), ('SMSMALWARE_FAKEINST', 2), ('RANSOMWARE_SIMPLOCKER', 2)]",1.0,0.40271511452563646,-0.23516519076586598,58
6,6502993,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.307550692,6502993.0,0.0,6502993.0,6502993.0,6502993.0,6502993.0,0.0,6502993.0,6502993.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,0.307550692,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.8975447491579451,0.9579346702015878,0.22220789319713982,57
0,94300452,9,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.095439627,11800000.0,20600000.0,47500000.0,14.0,94300000.0,11800000.0,20600000.0,47500000.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.095439627,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,-1,-1,0,0,2052906.5,2801683.639,4033996.0,71817.0,45100000.0,3417094.227,47500000.0,42700000.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",1.0,0.9973870436665373,0.3114932323671431,57
6,513819,3,3,358,1364.0,358,0,119.3333333,206.6913964,1364,0,454.6666667,787.5057672,3351.374706,11.67726378,102763.8,139197.4984,256596.0,490.0,259334.0,129667.0,182683.8653,258844.0,490.0,257223.0,128611.5,181038.4279,256625.0,598.0,0,0,0,0,80.0,72.0,5.838631892,5.838631892,0,1364,246.0,510.7262802,260841.3333,0,0,0,1,0,0,0,0,1,287.0,119.3333333,454.6666667,80.0,0,0,0,0,0,0,3,358,3,1364,65535,123,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.7 0.1 0.1 0.1 0. ],0.4156668105121241,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5837033289775949,0.6983515515370238,0.20546558879972632,57
6,884724,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.260592004,884724.0,0.0,884724.0,884724.0,884724.0,884724.0,0.0,884724.0,884724.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,2.260592004,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,2951,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.4 0.1 0.3 0.  0.2],0.20478185834579554,0.8421052631578947,"[('normal', 16), ('SMSMALWARE_FAKEINST', 1), ('SCAREWARE_ANDROIDDEFENDER', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5851951627968609,0.50521106879223,0.05154498600860743,59
