Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
62,81,1642,0,1,241,1574,992,722,1937,184,1981,418,903,1178,1194,1983,74,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9847167439366382,0.9983978302916512,0.9941953217192294,17
67,81,276,1,2,614,1919,845,664,597,1102,421,1555,1541,1221,680,963,312,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9971537030309895,0.9992888804990798,0.9990553324073409,17
66,82,1267,1,2,932,1327,768,1318,1719,1863,1117,1636,867,1737,1274,752,234,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999418319735692,0.9998386990191648,0.9997296631372562,17
61,85,1501,1,0,1918,1357,1897,375,500,1887,209,1012,485,1416,1740,1048,432,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994159096456882,0.9964364708866924,0.9998725085039144,18
61,91,494,2,1,333,821,1827,1502,1595,1426,940,1635,1766,309,943,581,417,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9999963151386481,0.9989437591284513,0.9999992935881851,17
60,82,757,0,2,577,475,1843,296,938,1188,777,482,274,864,486,1398,444,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995568984219458,0.9980612127110362,0.9998197475625913,18
61,83,346,3,2,1729,636,1414,784,459,645,923,1156,1397,1199,788,415,109,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999290422298825,0.9998405452352017,0.9999726862643051,18
63,76,1138,2,1,539,911,806,457,1861,946,1954,1774,410,1185,244,1662,33,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9904758785552135,0.9972828400786966,0.9886491309784272,17
60,86,1731,3,2,796,889,1694,1561,855,410,460,930,1189,286,1840,402,40,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999756561472635,0.9994963087956421,0.9999925997124176,18
67,76,1609,0,0,217,996,1522,1309,1763,366,1417,175,1776,1474,1085,420,219,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.8267510542361678,0.9884609468281269,0.8115950228082077,16
62,88,1395,3,2,1512,1665,670,1372,208,1027,1620,1461,1262,1093,624,491,184,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999839458263831,0.9998306310008047,0.9999966942935803,17
62,84,1044,1,0,456,1485,996,620,377,1802,420,718,506,972,788,1184,11,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9965714464164717,0.9996231842669658,0.9993211419194131,18
63,88,357,0,1,1549,361,1058,657,1283,959,1236,561,1250,832,1583,1349,345,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9994537142749844,0.9995795287832152,0.9998793018868014,16
67,85,1045,0,2,1256,592,1706,326,1371,1128,892,626,859,372,287,1110,15,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9948314181015939,0.9986229684436694,0.9968997591583154,17
67,75,1114,3,2,1752,1309,1577,821,1476,1382,586,1085,1028,1504,239,824,195,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9599705762223982,0.9984465693123639,0.9577155476219904,16
61,75,586,3,1,1968,929,1322,652,1455,1827,1923,1993,1988,354,1622,1388,236,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998403134926322,0.9979009807575494,0.9990667706729841,17
65,81,1139,3,1,1547,585,233,1421,1114,1980,1100,1226,1988,256,219,515,42,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996521100141195,0.9996561660664156,0.999745145508577,15
66,79,1109,1,1,933,268,1598,1637,826,1571,867,829,312,891,847,1609,190,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9671938480080042,0.9982252742629498,0.981704509466951,16
62,78,786,3,2,398,1063,704,1939,241,1459,1697,1144,478,1864,1439,1967,243,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9992521155502746,0.999127923627384,0.9996235600186826,17
64,84,1279,0,0,243,173,696,1221,241,1701,485,960,1465,351,859,546,547,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9977751129005002,0.9993770386790857,0.9995805614992258,17
68,90,1911,2,2,806,1272,1478,908,867,1337,1407,1463,456,350,1397,276,291,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998561975736593,0.9985097399912775,0.9999406479068872,18
60,80,1949,0,0,199,1749,529,1767,674,1976,1654,1314,1846,1023,1457,1579,531,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995486453874229,0.9983863309025764,0.9999075810847146,18
60,77,1264,1,2,1333,1194,1662,180,450,1826,1898,1342,1820,757,601,1420,107,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996951128485005,0.9981594058917835,0.9996532282067365,18
67,81,356,1,2,955,427,1470,1564,1409,817,833,1553,1913,1273,1420,1177,392,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9987532151468234,0.9984425599686801,0.9990963604915263,18
60,75,1500,2,0,577,1058,548,233,894,268,639,1692,476,188,1663,1884,25,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9973720726875155,0.9951632842421532,0.9914061763964872,17
68,82,1942,3,0,245,1095,1252,364,1648,798,765,322,173,1503,731,534,172,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.9656367000902331,0.7447791229428176,0.7104864075163517,17
68,85,436,1,2,1348,1816,694,855,1162,1150,1508,1563,1713,1544,244,1120,179,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9989839747009944,0.9994157671462744,0.9995685470022293,17
65,84,1568,0,2,164,585,1292,1268,1553,552,504,1788,788,688,1509,1784,129,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997087062908018,0.9994420511065982,0.9997906917565823,18
66,79,1510,2,0,1585,1005,899,531,546,765,1878,631,1164,1687,1980,285,41,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9471624652157843,0.9991527580423281,0.965747938124065,18
62,80,1841,1,1,376,1423,919,1299,1509,433,1418,1862,615,1273,372,427,69,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999596746429002,0.9993102790904231,0.9997884499817272,17
61,83,685,0,0,1767,1785,887,586,502,1966,1651,1705,1006,1480,888,1360,342,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997404720836957,0.9995542069664225,0.9999363398160597,18
66,80,164,2,2,166,1004,450,1114,1513,1230,264,224,944,1347,610,905,4,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9766858958016241,0.996169829973951,0.9935132479259661,17
62,83,1891,1,1,1701,498,1656,683,931,976,1123,1971,1218,1430,1150,171,178,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999636741771795,0.9994577873148955,0.9999651214508063,15
60,82,1747,1,1,1104,391,1208,747,534,1277,333,1582,1140,568,165,741,394,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998984896989866,0.9990975975524634,0.9999722477740929,15
63,89,1825,3,1,1159,1583,1466,1199,1708,1285,1898,1917,1000,381,1920,283,74,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999815160520974,0.9967942219227552,0.999994055473707,17
64,86,1912,3,0,244,321,792,510,309,1549,1207,1040,1381,1092,1588,1240,394,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993307757124958,0.9979133890010417,0.9998116600998426,16
62,86,1178,1,1,1130,1231,1720,615,370,659,1807,1091,752,1522,429,1997,104,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9989437866325502,0.9991453096154146,0.9997232784490819,16
64,82,1393,3,0,731,1362,1439,1209,801,781,1890,630,978,784,763,902,45,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9862582896263071,0.9995730571972672,0.9948369200845594,17
60,85,413,0,0,259,640,450,559,1725,1498,1879,1044,1376,1762,803,383,424,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998042152784623,0.9989601837005466,0.9999626220523452,18
67,78,2010,0,2,684,1359,1560,1062,537,543,1153,1171,574,566,1448,1339,245,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9769275332965385,0.996948215411976,0.9750359172191191,17
63,79,1097,0,0,465,320,1673,1412,717,1425,1330,1283,851,742,171,1469,242,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9940415802851096,0.9994489620439708,0.9969713464465735,17
64,77,1070,2,1,610,1536,1129,1245,906,1591,275,1924,682,854,1374,987,159,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9971241560388255,0.9997122825589031,0.9987164773919778,15
71,77,1559,2,1,1990,570,1475,999,1871,968,1740,531,1667,1605,1260,1558,28,normal,Yes,1,[0.4 0.6],0.02904940554533142,0.10526315789473684,"[('normal', 17), ('Yes', 2)]",0.012897842981430152,-0.36477800165133545,0.010681874170958894,17
64,80,732,0,2,941,2004,1318,618,425,188,1482,1969,783,1399,1295,1398,4,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9978136164599789,0.9716881848871708,0.9989931045278789,17
65,77,255,1,2,218,1276,359,653,1347,930,1902,266,1648,1213,190,1658,253,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.983638947575606,0.9993079914711416,0.9873761409305309,18
67,82,1490,3,1,1587,423,683,646,1066,1084,1932,295,1539,380,521,563,236,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9918828114493701,0.999014206812717,0.9909107514367745,15
67,81,994,0,1,1419,1268,1204,299,1095,1148,1783,886,1804,1774,910,485,250,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9916598559180715,0.999300850497093,0.9938527002435048,16
63,80,1119,2,1,1050,1227,710,1743,1427,1878,762,1001,544,171,1036,1026,530,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9981513053113494,0.9983225163305178,0.9995272502508782,15
62,86,378,3,0,1899,905,744,1714,1063,668,1439,1353,807,696,764,1986,98,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998349512160489,0.9998428738181246,0.9999270459871973,17
60,80,399,3,1,1354,272,1391,1400,1721,1245,1376,1001,1954,1282,362,797,167,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999751429620643,0.9995315094711259,0.9998961659006472,17
62,83,1197,2,2,1721,926,1770,1046,1120,1846,1916,1711,1655,804,1708,366,351,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999834286409356,0.9995658465195447,0.9999888465519854,17
68,88,724,2,0,1198,1496,801,576,834,1070,479,282,578,264,633,812,109,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9873806121239556,0.998289663461037,0.9964027195180348,17
60,81,1430,3,1,1124,1665,1863,387,740,1375,1268,730,1117,1013,2010,1587,365,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9989912579593561,0.9990761413937435,0.9995824671963615,16
61,83,1431,2,1,1009,472,495,979,229,1182,1194,1711,275,1604,186,1409,375,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998657593552696,0.997238629264757,0.9999630352071485,17
62,82,616,2,2,634,1722,335,1299,1733,1589,1862,1834,1341,1512,542,1449,108,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998950391461108,0.9998302004532889,0.9999709548823382,18
61,82,1555,2,2,281,1061,1990,643,1331,495,468,1195,412,631,568,1709,28,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995192851877992,0.9997611443977803,0.9996196499545583,17
68,75,223,2,0,1142,1794,983,1916,991,590,1476,490,1093,444,1486,1438,221,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.5010871026713484,0.9875444052740932,0.6794685841029705,16
64,84,1017,2,1,1695,489,504,604,1306,494,1691,1271,1013,1401,160,323,180,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993956799187059,0.9998326281056507,0.9997516033715902,16
64,81,1687,1,0,1638,1900,313,1980,730,1991,533,353,264,1548,1601,1564,574,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9852304264389291,0.9958702800795436,0.9969392822005424,17
63,75,1124,0,0,589,461,298,605,1753,1685,779,813,1288,1335,174,766,219,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9709070321308179,0.998088673921302,0.9882027495577589,16
60,81,1254,2,0,1776,1907,1711,1086,1841,1446,770,343,1509,1357,328,1399,211,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9977665600865538,0.9990378352813423,0.9992889096712254,16
65,90,415,1,2,954,759,384,1931,573,1995,753,961,1439,485,1992,158,446,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999980050213123,0.9991402798332274,0.9999958427457307,18
68,85,1947,2,1,773,1527,356,994,921,1122,1653,1770,1560,335,1721,341,71,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991677599803652,0.9988512945128605,0.9995976838654794,17
61,89,970,3,2,683,288,1949,1708,1810,1954,1423,1472,1234,426,1090,1181,365,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999932106731302,0.9984154414851218,0.9999984596194017,17
72,73,833,2,1,429,834,169,1290,846,865,1610,973,996,1476,1021,1020,1,Yes,Yes,0,[0.2 0.8],0.2780719051126377,0.0,"[('normal', 19)]",0.6422882134977641,0.5199112270953127,0.31291140741522877,17
66,79,605,3,0,1339,207,529,1013,245,801,1369,595,1358,1731,1001,556,235,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.959254117963617,0.9994651932502165,0.9832161325734367,18
60,86,1715,1,1,1730,1248,1501,767,456,1920,1013,206,374,947,288,632,210,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999860858655764,0.9970372044481337,0.9999636991193385,16
67,90,962,0,2,1886,1559,1131,914,1508,1180,1339,195,2003,1560,1164,685,158,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996070006385673,0.9996882589766756,0.999875116950121,18
62,79,1889,0,1,278,1833,1819,914,1359,1645,237,1914,2005,415,1902,530,374,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999898877151166,0.9966747732833028,0.9999361618230947,17
68,77,1698,2,2,234,1586,901,1744,1447,1668,799,1030,1193,1366,1496,1945,3,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9377529207291015,0.9806802980601788,0.9684881974252368,18
60,82,182,1,0,1418,415,1029,1377,209,538,495,604,239,183,435,900,346,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991087103339542,0.9983540789689869,0.9997412380617039,18
68,82,1862,0,0,788,1878,990,2000,733,697,1110,1767,1414,1572,261,1140,233,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9948843558044258,0.9991153269656934,0.9965795594265064,16
62,76,1930,3,2,1528,1121,1275,1848,660,1941,810,1460,420,1599,782,745,51,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994825669882811,0.9974101751577109,0.9995448482322735,18
61,85,941,3,0,527,1595,1563,1387,998,1296,179,1517,720,981,533,813,19,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996800010715923,0.999731903517386,0.9999366393611977,18
68,85,220,2,0,1765,521,361,1298,200,1327,1587,591,980,1854,644,320,86,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9771983267887431,0.9987267794786021,0.993767720343686,18
66,84,891,2,0,640,430,563,1001,1882,205,687,313,1229,450,1047,1433,115,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9796921182721315,0.9971002265810966,0.9911722030817126,18
64,92,1925,0,0,1379,1754,469,954,1834,1557,275,1867,2001,1395,1587,1790,351,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999815188030657,0.9980933412443846,0.9999962431752224,17
63,82,1078,3,1,1567,1131,1453,159,1474,825,822,788,332,1896,1224,1651,308,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9984726904100163,0.9901750162243843,0.9980186595529933,16
60,87,1113,3,0,200,965,1060,1741,1647,888,1018,880,1679,691,817,1889,12,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998963486070858,0.9997673233738169,0.9999741590534276,16
61,88,1804,2,0,1518,1545,811,156,444,775,1548,404,518,987,610,236,349,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998628353131415,0.9808226432651281,0.9999585449159976,18
63,85,1644,0,2,406,893,687,775,1153,837,889,603,1637,1692,1151,904,188,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998063408476553,0.9998994454217609,0.9999410135709238,17
68,88,432,0,0,843,424,413,894,336,1145,1738,1717,802,1837,584,1372,163,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9954997168703202,0.9989929639268667,0.9987818640907986,18
66,76,1686,1,0,1313,1680,1900,321,1047,1603,1796,1189,1986,1835,1737,477,200,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9761515643847818,0.9985394024988636,0.961344596789632,17
64,81,738,1,1,1154,1336,1001,1004,999,532,933,1093,1959,1351,800,848,61,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9977901370432147,0.9998755229462404,0.9991915238340449,15
61,77,678,2,2,1572,1620,1562,1275,1158,1236,803,719,1803,810,1186,723,425,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991037006733124,0.9996154950349592,0.9996556640762796,18
68,75,488,1,1,467,400,1757,1732,1343,1644,1496,491,595,492,1551,1515,104,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.44663881180763765,0.9803624264895916,0.6562977347719281,17
63,86,962,2,2,1006,1752,477,442,1404,1337,1812,1089,263,753,1068,543,545,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997597395159338,0.9993874883512035,0.9999507214530867,17
62,79,437,1,0,1462,1251,757,735,672,1766,1630,634,860,1345,1676,1003,217,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9921682305349101,0.9990439523826353,0.9975808611969678,17
67,85,1627,3,2,1038,442,486,182,1499,323,1311,992,970,1995,491,1239,397,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985509888362858,0.99345210660249,0.9990056167801459,17
60,90,1088,1,1,452,985,2004,1172,1949,1223,1478,324,208,1391,462,809,126,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9997805578938268,0.996185407275334,0.9999594304910905,16
65,82,1462,2,0,1480,1484,1347,413,1634,1731,553,415,1608,1207,992,263,245,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9970514717664888,0.9994669033912942,0.9979789741751466,18
63,77,1344,0,2,806,1285,1611,498,1715,900,1388,806,1792,497,386,867,3,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9955873240424566,0.9883750416338444,0.9950650831960447,18
63,88,196,1,2,2000,1413,209,757,453,797,926,814,1238,1591,1980,820,484,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998424199501557,0.9993318556807935,0.9999713952697915,18
63,77,1261,0,2,1049,1594,736,555,1988,2002,987,174,1702,1496,1366,815,342,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.996579220313837,0.9992175324005075,0.9982893242917403,17
62,81,907,3,1,587,1789,246,2010,805,1131,166,232,565,1326,1602,1027,271,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9975855819039122,0.9980319060850888,0.9995048450135187,17
62,75,1993,3,0,1599,1682,1377,1451,521,1484,1507,1756,1348,838,1354,1043,160,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9973025604403278,0.9977126466110349,0.9969172874783538,18
61,88,914,3,2,1940,293,525,1349,1145,258,710,839,649,1093,1892,937,126,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999515392255193,0.9991761578130536,0.9999890996750684,17
66,85,539,2,2,1140,1145,1839,1104,1280,1218,1535,471,798,921,1513,1352,265,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9967071917008432,0.998009865405038,0.9987303179775194,17
67,77,675,0,2,1212,1161,589,337,285,1749,1335,827,1744,169,1387,275,212,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9947324706563361,0.9991755911614746,0.9922395609925246,17
66,85,257,3,0,384,1540,2009,1893,332,409,903,624,899,640,1121,444,63,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9913218750188617,0.9994192068115808,0.9975448967668189,17
61,80,750,1,1,1893,469,1416,738,1953,1391,670,1001,1566,621,793,671,43,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9987915276579578,0.9994956406299025,0.9995621397448557,17
65,85,1935,2,2,1148,1016,1548,1853,1931,1591,1538,462,559,1866,219,1322,278,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9993553752398548,0.9821328893303871,0.9996560092501833,18
68,83,1921,1,1,963,726,1715,1125,681,1118,1644,1373,606,298,1294,979,283,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9895224348183611,0.9700223244726658,0.9934016184431798,15
63,87,1389,3,1,786,642,1536,191,1579,1411,266,1290,1205,1311,1781,940,482,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997973613482187,0.9972426262684166,0.9999530796388457,17
68,92,1413,2,1,314,265,756,1013,987,1274,673,1355,1783,1307,220,1803,100,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993471886931543,0.9996829702868126,0.9998677527502599,17
68,86,318,0,2,1669,973,1525,1693,192,422,1013,634,1834,915,1041,641,207,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9981683069600413,0.9996231783879921,0.9992073728924228,17
61,86,637,0,0,1788,761,570,1918,1651,888,444,1912,1301,1624,1181,1308,290,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999766174233027,0.999787338078022,0.9999939503823382,18
60,89,776,0,0,201,1696,779,1488,1643,1136,365,834,309,1819,572,598,319,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998775208583826,0.9993554437533021,0.9999787065751761,18
68,80,1092,2,0,1957,1217,797,1936,646,675,1790,1390,1081,1654,1122,971,63,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9555099586478016,0.998502540634945,0.9762842403075345,15
68,80,486,3,1,1277,1834,473,412,317,230,696,1532,1033,1101,1034,1311,244,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9671966760840758,0.9977461439557374,0.9870262287994368,16
60,82,1446,2,0,290,1402,1599,1607,1537,1970,1652,1844,1701,222,855,1235,309,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999736377838578,0.9992012903676368,0.999983595880002,18
67,77,1067,2,2,942,1693,537,1953,192,851,776,612,1670,1878,1295,335,233,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9867211770544653,0.9995217039249837,0.993623921096587,17
66,79,686,3,1,432,1843,581,171,1104,1555,1871,1687,1195,1064,300,1095,288,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9955205841813212,0.9988383433083072,0.997184619379227,14
63,92,498,2,2,793,301,592,1675,1997,1462,1504,976,440,1499,318,769,438,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999593566135981,0.9975796448998153,0.9999928369169586,18
63,80,461,1,1,792,1281,1425,388,1318,1776,867,423,625,679,690,2007,52,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9918395278943654,0.9989101151004434,0.9947184066689664,17
67,79,709,3,0,613,885,1372,421,1734,1862,1170,1349,1839,1478,226,970,167,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9918838769965598,0.9993043093127199,0.9880729337080432,18
65,87,1864,1,2,1784,258,1707,683,969,1789,1313,1009,1314,485,1220,605,12,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997150934279888,0.9993354777107015,0.9998891803509515,18
66,88,1513,2,0,812,1837,640,1437,1224,689,767,344,157,1447,653,1791,213,normal,normal,0,[1. 0.],1.0,0.8947368421052632,"[('normal', 17), ('Yes', 2)]",0.9946797759787479,0.9986232151277363,0.9985661455683784,17
65,79,956,2,1,1859,1659,385,1723,682,576,1787,675,942,823,1862,1049,55,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9636490279766318,0.9988319331314415,0.9891315804363012,17
68,81,1078,2,1,792,281,1594,1243,1321,549,201,635,1802,1354,440,1189,146,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9411225090619576,0.9993533937959,0.9762728213026177,16
62,85,642,2,0,983,1773,873,1348,503,1147,239,1490,1738,1454,2011,1848,185,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997879057540168,0.9996569495124277,0.9999538726296757,18
67,81,486,1,1,1056,1990,880,378,1105,1435,433,587,462,1484,993,382,63,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9489582730494776,0.9993782642995939,0.9857339945974256,15
62,85,848,0,1,1099,386,372,1817,735,553,367,1832,1456,1990,1297,1283,156,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999396166623963,0.999775046700961,0.999985696386851,16
63,87,731,2,0,1195,1130,925,256,1597,638,1277,1291,729,898,936,1860,182,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9996162360562868,0.9997264186968096,0.9997982479232871,18
60,77,933,2,0,734,1507,445,1193,506,512,322,1343,1766,1872,1398,922,293,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9983772578906142,0.9995525803824421,0.9996178641516321,18
64,87,388,2,0,768,1741,1059,1991,1928,667,875,1140,159,418,1036,540,122,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995827021670294,0.9998203532304615,0.9998771068002327,16
65,89,1547,1,2,1482,332,1041,708,725,1515,1531,1250,1189,659,730,1031,322,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998985303681039,0.9995077681378461,0.9999730319278509,17
