Raw Read Error Rate,SpinUpTime,Reallocated Sector Count,Seek Error Rate,Power on Hours,Reported Uncorrectable Error,High Fly Writes,Temperature Celsius,Hardware ECC Recovered,Current Pending Sector,Reallocated Sectors Count,Current Pending Sectors counts,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
0.193548,1.0,-1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.182796,1.0,0.935255,-1.0,normal,normal,0,[0.8 0.2],0.2780719051126377,0.2631578947368421,"[('fail', 14), ('normal', 5)]",1.0,0.28476769970674,-0.5309343058326054,10
0.225806,1.0,-1.0,0.560976,-0.368421,1.0,0.878788,-0.657143,-0.225806,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9968929409515113,0.9585354750452139,9
0.419355,1.0,1.0,0.390244,0.578947,1.0,1.0,-0.371429,-0.182796,1.0,-0.999527,-1.0,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.999999996941635,0.764544867045005,0.7537888632874482,10
0.354839,1.0,1.0,0.536585,0.052632,1.0,-0.171717,-0.6,-0.053763,1.0,-0.991966,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999985848,0.9987286415416747,0.9646649147992723,10
0.387097,1.0,1.0,0.536585,0.157895,1.0,0.555556,-0.657143,-0.053763,1.0,-0.992911,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999969919,0.9991834093816578,0.9625747284211054,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.777778,-0.714286,-0.11828,1.0,-0.991021,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999967165,0.996771733276546,0.9413257873896524,10
0.290323,1.0,1.0,0.536585,0.052632,1.0,0.717172,-0.771429,-0.182796,1.0,-0.992439,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999957838,0.9960423726588488,0.9348140504469322,10
0.129032,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.714286,-0.053763,1.0,-0.996219,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999893688,0.9968537499662489,0.9406587927075432,10
0.225806,0.555556,1.0,0.512195,0.157895,1.0,1.0,-0.657143,-0.032258,1.0,-1.0,-1.0,normal,normal,0,[0.8 0.2],0.2780719051126377,0.3157894736842105,"[('fail', 13), ('normal', 6)]",0.9999998211958386,0.5179686968209215,-0.3767962121830317,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.028571,-0.311828,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999999698,0.9994675032794476,0.986223441803574,10
0.419355,1.0,0.89899,0.536585,0.052632,1.0,1.0,-0.657143,-0.225806,1.0,-0.900756,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999930542,0.9895113129168749,0.9340891172656036,8
0.322581,1.0,-1.0,0.536585,-0.052632,1.0,0.979798,-0.714286,-0.247312,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,0.8421052631578947,"[('fail', 16), ('normal', 3)]",1.0,0.9946529306471348,0.9307085188165516,9
0.290323,0.555556,1.0,0.536585,0.157895,1.0,1.0,-0.657143,-0.16129,1.0,-1.0,-1.0,normal,normal,0,[0.9 0.1],0.5310044064107188,0.21052631578947367,"[('fail', 15), ('normal', 4)]",0.9999996438400421,0.7177780083806637,-0.4684180982184676,9
0.290323,1.0,1.0,0.536585,0.052632,1.0,0.919192,-0.542857,0.010753,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999994941,0.9993414223426953,0.9597998182585852,10
0.258065,1.0,1.0,0.512195,0.157895,1.0,1.0,-0.657143,-0.075269,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999960378,0.9981754998443648,0.9554167633107088,10
0.193548,0.703704,1.0,0.463415,0.157895,1.0,1.0,-0.542857,0.010753,1.0,-0.997637,-1.0,fail,fail,0,[0. 1.],1.0,0.8947368421052632,"[('fail', 17), ('normal', 2)]",0.9884635627365741,0.9901409931480885,-0.6808376450051238,10
-0.612903,0.555556,1.0,0.536585,-0.263158,0.919192,0.79798,-0.714286,-0.978495,1.0,-0.999527,-0.988764,fail,fail,0,[0. 1.],1.0,0.3684210526315789,"[('normal', 12), ('fail', 7)]",1.0,0.9917366188019514,0.9478835757558413,11
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.737374,-0.6,-0.16129,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999968634,0.9990291729336604,0.9539831478616101,9
0.451613,1.0,0.939394,0.536585,0.052632,1.0,1.0,-0.485714,-0.032258,1.0,-0.937146,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999966506,0.9989886699477211,0.9584651583259114,9
0.387097,1.0,1.0,0.609756,0.052632,1.0,-0.454545,-0.028571,-0.182796,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999567,0.9989591160556301,0.9931975461255883,10
0.483871,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.142857,-0.053763,1.0,-0.991021,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999996539,0.999091507459525,0.9841266867929018,10
0.290323,1.0,0.838384,0.536585,0.052632,0.979798,1.0,-0.371429,-0.311828,1.0,-0.8431,-1.0,normal,normal,0,[0.6 0.4],0.02904940554533142,1.0,"[('normal', 19)]",0.999999987471522,0.4990447450877912,0.4729217751312666,9
0.419355,1.0,1.0,0.439024,0.473684,1.0,1.0,-0.428571,-0.096774,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999125548,0.9773808252066374,0.9850950319125943,10
0.193548,1.0,1.0,0.536585,0.052632,1.0,0.878788,-0.542857,-0.204301,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999953464,0.9992312254616991,0.9581185389423025,9
0.129032,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.247312,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999857533,0.9976429110392928,0.9446286598978095,10
0.193548,1.0,1.0,0.414634,0.578947,1.0,0.939394,-0.6,-0.311828,1.0,-0.994329,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999850466125,0.9956412208266556,0.9809816821849083,10
0.387097,1.0,0.939394,0.536585,0.052632,1.0,0.979798,-0.657143,-0.204301,1.0,-0.933365,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999955316,0.9906577114015818,0.9382762507845649,10
0.322581,0.62963,1.0,0.487805,0.473684,1.0,1.0,-0.828571,-0.075269,1.0,-0.995747,-1.0,fail,fail,0,[0. 1.],1.0,0.9473684210526315,"[('fail', 18), ('normal', 1)]",0.9851789880315276,0.995322410017252,0.2220809165948323,9
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.878788,-0.657143,-0.182796,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999996591,0.9987261743517593,0.9461764479381053,9
0.290323,1.0,1.0,0.536585,0.052632,1.0,0.818182,-0.314286,-0.16129,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999991712,0.9995553672197275,0.9754820789195345,9
0.419355,0.777778,1.0,0.463415,0.263158,1.0,1.0,-0.6,-0.182796,1.0,-0.999527,-1.0,fail,fail,0,[0.2 0.8],0.2780719051126377,0.6842105263157895,"[('fail', 13), ('normal', 6)]",0.9999988232622944,0.6368416704231866,-0.48257098912839097,10
0.225806,1.0,-1.0,0.585366,-0.578947,1.0,-0.373737,-0.6,-0.16129,1.0,0.946597,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9977166377939284,0.9577743118681333,9
0.354839,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.714286,-0.139785,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999967845,0.9959614807739854,0.9386975989516011,10
0.225806,1.0,1.0,0.512195,0.157895,1.0,1.0,-0.6,-0.11828,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999996397,0.9996325907995924,0.9601048763225511,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.959596,-0.714286,-0.053763,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999953558,0.9964603967964649,0.9399269397279619,10
0.387097,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.2,-0.333333,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999980564,0.9989918461069465,0.9805478538036944,10
0.354839,1.0,1.0,0.487805,0.157895,1.0,1.0,0.2,-0.290323,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999759,0.9912750571966171,0.9931427928495719,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.737374,-0.714286,-0.204301,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999951872,0.9964918359182775,0.9409727617728493,10
0.419355,1.0,0.979798,0.536585,0.052632,1.0,0.959596,-0.542857,-0.11828,1.0,-0.976371,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999976562,0.9959869170561433,0.9557939973390525,10
0.225806,1.0,1.0,0.560976,0.052632,1.0,0.535354,0.028571,-0.096774,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999429,0.9993246732046828,0.9910745515816727,10
0.419355,1.0,1.0,0.390244,0.578947,1.0,0.939394,-0.6,-0.225806,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999989730508,0.9971235122065991,0.9797883930247133,10
0.354839,1.0,0.979798,0.512195,0.157895,1.0,1.0,-0.6,-0.096774,1.0,-0.974953,-1.0,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.9999999999972795,0.9960001762956381,0.9583729940352047,10
0.096774,1.0,1.0,0.390244,0.578947,1.0,1.0,-0.542857,-0.290323,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999433045965,0.9982706028968096,0.9821556584652621,10
-0.129032,-0.407407,0.010101,0.536585,-0.157895,-1.0,1.0,-0.714286,-0.204301,1.0,-0.041115,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9978194674476981,0.9999997947266746,10
0.096774,1.0,0.434343,0.536585,-0.157895,1.0,1.0,-0.771429,-0.11828,1.0,-0.45794,-1.0,fail,fail,0,[0.3 0.7],0.1187091007693073,0.21052631578947367,"[('normal', 15), ('fail', 4)]",0.9999890744572641,0.5407730389318596,-0.338511943151189,10
0.483871,1.0,1.0,0.390244,0.578947,1.0,1.0,0.142857,-0.11828,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.9999999999602145,0.998898588004522,0.996834472477493,10
0.451613,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.657143,-0.225806,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999947423,0.9947180380113423,0.9473005016437513,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.979798,0.028571,-0.075269,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999999947,0.9996715448505711,0.9888194688474048,10
0.483871,1.0,1.0,0.512195,0.157895,1.0,0.979798,-0.714286,-0.010753,1.0,-0.983932,-1.0,normal,normal,0,[1. 0.],1.0,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.9999999999925567,0.9882594160735607,0.9484938898679881,10
0.419355,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.314286,-0.096774,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999991911,0.999129235628061,0.9762619857151976,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.075269,1.0,-0.996219,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999962347,0.9980648885248229,0.9456037728498948,10
0.322581,1.0,1.0,0.536585,0.052632,1.0,0.616162,-0.371429,-0.096774,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999989754,0.9996319045312703,0.973956870274213,9
0.387097,1.0,-1.0,0.536585,-0.263158,1.0,1.0,-0.771429,-0.182796,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9917246401309967,0.9622703849085141,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.085714,-0.182796,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999998563,0.9995776044670492,0.9848449784172854,10
0.096774,1.0,1.0,0.560976,0.052632,1.0,0.575758,-0.485714,-0.053763,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999923777,0.9993936029495671,0.9697962082649164,9
0.354839,1.0,1.0,0.560976,0.052632,1.0,0.535354,-0.028571,-0.204301,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999098,0.9990554889081977,0.9892450166173988,10
0.225806,1.0,1.0,0.536585,0.052632,1.0,0.939394,-0.6,-0.032258,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999948739,0.9989832072751597,0.9540223691946729,10
0.225806,1.0,1.0,0.560976,0.052632,1.0,0.535354,-0.371429,-0.204301,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999998272,0.9990173605037853,0.9757602322278465,10
0.290323,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.714286,-0.182796,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999958862,0.9927626308053732,0.9421459319772718,10
0.451613,0.555556,1.0,0.512195,0.157895,1.0,0.818182,-0.6,-0.075269,1.0,-1.0,-1.0,normal,normal,0,[0.8 0.2],0.2780719051126377,0.21052631578947367,"[('fail', 15), ('normal', 4)]",0.9999996929097473,0.5287713606836267,-0.3641203053611178,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,0.818182,-0.657143,-0.096774,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999967437,0.9979618284851313,0.9480577230884251,10
0.354839,1.0,0.979798,0.536585,0.052632,1.0,1.0,-0.028571,-0.333333,1.0,-0.968336,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999995687,0.9976337722036988,0.9853202691067433,10
0.258065,1.0,1.0,0.487805,0.157895,1.0,1.0,-0.485714,-0.032258,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999957729,0.9902057433500886,0.9674663459903355,9
0.322581,0.259259,-1.0,0.560976,0.263158,-1.0,1.0,-0.428571,-0.16129,1.0,0.935255,-1.0,fail,fail,0,[0.1 0.9],0.5310044064107188,0.9473684210526315,"[('fail', 18), ('normal', 1)]",1.0,0.7232113331050996,0.7654211456353464,8
0.290323,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.096774,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999971254,0.9989592672791332,0.9522404806936026,10
0.419355,1.0,0.89899,0.536585,0.052632,1.0,0.575758,-0.142857,-0.225806,1.0,-0.885633,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999995013,0.996783037437126,0.9802892121499905,8
-0.064516,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.182796,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999061797,0.9982730998890474,0.9462306155249683,10
0.354839,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.010753,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999950148,0.9992888897540979,0.947053912678788,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.939394,-0.714286,-0.247312,1.0,-0.991966,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999940399,0.9864682834595442,0.9371560113004676,10
0.290323,1.0,1.0,0.414634,0.578947,1.0,1.0,-0.657143,-0.225806,1.0,-0.998582,-1.0,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.9999999958769177,0.7572714751080993,0.743876418047066,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.268817,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999937819,0.9987842463888228,0.9495385779736704,10
0.225806,1.0,0.979798,0.512195,0.157895,1.0,0.838384,-0.542857,-0.16129,1.0,-0.970699,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999996687,0.9946025181561708,0.9643234723754555,9
0.354839,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.314286,-0.247312,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999986644,0.9990334504982457,0.9752903702711354,10
0.16129,1.0,1.0,0.536585,0.157895,1.0,0.959596,-0.428571,-0.075269,1.0,-0.995274,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999972929,0.9997090231627226,0.975453355787216,10
0.419355,1.0,1.0,0.609756,0.157895,1.0,0.131313,-0.6,-0.096774,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999968262,0.9983420624630526,0.9761544090408173,10
0.225806,1.0,0.979798,0.536585,0.052632,1.0,1.0,-0.142857,-0.075269,1.0,-0.971645,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999999676,0.9992660437710583,0.9823897282782074,10
0.387097,1.0,-1.0,0.536585,-0.263158,1.0,1.0,-0.428571,-0.182796,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9662719182670116,0.9240349086201808,10
0.193548,1.0,1.0,0.536585,0.157895,1.0,1.0,-0.657143,-0.16129,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999955469,0.9994501302717254,0.9574925989102337,9
0.290323,1.0,0.89899,0.536585,0.052632,1.0,0.979798,-0.485714,-0.247312,1.0,-0.895085,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999947342,0.9972025905735791,0.9535659699461233,7
0.387097,1.0,1.0,0.463415,0.578947,1.0,1.0,-0.371429,-0.053763,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999997761346,0.9987268544500694,0.9911512398062715,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.919192,-0.542857,-0.182796,1.0,-0.991021,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999971195,0.9982823316240683,0.9565716972336737,10
0.451613,1.0,1.0,0.512195,0.157895,1.0,0.878788,-0.542857,-0.247312,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999953298,0.9983274029800668,0.96413051327564,9
0.258065,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.428571,-0.182796,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999981569,0.9996924682054669,0.966432263490983,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.247312,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999953147,0.9990207526134327,0.9498258026025185,10
0.290323,1.0,1.0,0.536585,0.052632,1.0,-0.090909,-0.371429,-0.053763,1.0,-0.996692,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999993165,0.9997387132025324,0.9788731570278918,10
0.354839,1.0,1.0,0.536585,0.052632,1.0,0.878788,-0.6,-0.075269,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999971371,0.9990037112729624,0.9537642606353783,9
0.387097,0.555556,1.0,0.512195,0.052632,1.0,0.69697,-0.542857,-0.053763,1.0,-1.0,-1.0,fail,normal,1,[0.7 0.3],0.1187091007693073,0.2631578947368421,"[('fail', 14), ('normal', 5)]",0.999999664900957,0.40888202860273226,-0.34358736106133464,10
0.258065,1.0,1.0,0.512195,-0.052632,1.0,0.919192,-0.771429,-0.010753,1.0,-1.0,-1.0,fail,normal,1,[0.5 0.5],0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.9999999999845364,-0.05250340700149536,0.4126351983575432,10
0.258065,1.0,1.0,0.512195,0.157895,1.0,0.050505,0.542857,-0.204301,1.0,-0.992439,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9987062832806259,0.9981059873719135,10
0.225806,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.314286,-0.16129,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999989574,0.9997334676154424,0.9742773541931911,9
0.354839,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.096774,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999969945,0.9981539984000847,0.9458448928642849,10
0.096774,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.085714,-0.290323,1.0,-0.991493,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999986423,0.9985048113157973,0.9844376644884735,10
0.354839,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.204301,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999967413,0.9992353206616826,0.9506538669633054,10
0.451613,1.0,1.0,0.560976,0.052632,1.0,0.979798,-0.485714,-0.139785,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999979008,0.9988630911102518,0.9645917095451463,9
0.290323,0.555556,1.0,0.512195,-0.052632,1.0,1.0,-0.371429,-0.096774,1.0,-1.0,-1.0,fail,fail,0,[0.4 0.6],0.02904940554533142,0.8421052631578947,"[('fail', 16), ('normal', 3)]",0.9999995779716508,0.45202751536684105,0.32858261963177177,10
0.193548,1.0,1.0,0.536585,0.052632,1.0,-0.212121,-0.257143,-0.11828,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999996555,0.9997896892746212,0.9842888603679542,10
0.16129,1.0,1.0,0.609756,0.052632,1.0,1.0,-0.314286,-0.032258,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999959505,0.9995429333357606,0.9803422187442464,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.2,-0.204301,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999995182,0.9996297668258194,0.9796683679627606,10
0.387097,1.0,0.979798,0.560976,0.052632,1.0,0.959596,-0.6,-0.11828,1.0,-0.969282,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999997241,0.9919636119157076,0.9531658918364417,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.485714,-0.290323,1.0,-0.993384,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999944814,0.9984257160685956,0.9599164194658062,9
0.290323,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.485714,-0.11828,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999980522,0.9995635275554378,0.9650437008505373,9
0.387097,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.182796,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999996645,0.99865767871961,0.9445444087115549,10
0.290323,1.0,1.0,0.512195,0.263158,1.0,0.777778,-0.485714,-0.182796,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999968749,0.9993388180737384,0.9772957158267758,9
0.322581,1.0,1.0,0.536585,0.052632,1.0,0.919192,-0.314286,-0.204301,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999990533,0.9995588324964046,0.9743482543211073,9
0.290323,1.0,1.0,0.536585,0.052632,1.0,0.959596,-0.371429,-0.204301,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999985957,0.999607109813951,0.9704877859206755,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.838384,-0.542857,-0.075269,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999971916,0.9992720374139026,0.9591536813576816,10
0.290323,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.6,-0.053763,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999964531,0.9986315332353115,0.9559567943330777,10
0.419355,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.485714,-0.16129,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999980064,0.999116221209988,0.964286479319716,8
0.387097,1.0,1.0,0.560976,0.052632,1.0,0.89899,-0.485714,-0.247312,1.0,-0.991966,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999966681,0.9957086551003158,0.9641434806990349,9
0.387097,0.703704,1.0,0.439024,0.368421,1.0,1.0,-0.542857,-0.182796,1.0,-1.0,-1.0,fail,fail,0,[0. 1.],1.0,0.8947368421052632,"[('fail', 17), ('normal', 2)]",0.9772039290995317,0.9945417665876448,-0.7933655726607877,10
0.387097,1.0,1.0,0.512195,0.157895,1.0,1.0,-0.371429,-0.182796,1.0,-0.994802,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999988383,0.9996290387352929,0.975338829024697,10
