Duration,Fwd_Status,Serv_Type,Pkt_Exchanged,Byte_Exchanged,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
0.232,0,0,10,1165,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8583040746701865,0.9992492588088306,0.2897382361072483,3
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
3.228,0,0,25,4795,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999994152183294,0.9993534003324818,0.8817472603217288,3
0.0,0,0,1,40,normal,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
28.1,0,0,11,5709,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9998353456010165,0.8916836078784303,2
3.084,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9527627247780661,0.9982605477372568,0.2772006048248104,4
0.0,0,0,1,63,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9842634367939518,0.9955413454053025,0.22881246260726204,4
2.932,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9570223522088803,0.9988385491428766,0.2761329255232348,4
2.74,0,40,7,883,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9850787944914287,0.998354007763746,0.29904056202867496,3
221.404,0,0,12,648,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9978949968827421,0.9763938210746018,3
8.596,0,0,13,3563,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9943023625201405,0.9996997230599729,0.8577992372669762,2
0.0,0,0,1,72,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.985067690006422,0.997238841067486,0.24031425279219434,4
0.0,0,40,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5470404224204378,0.9979239508065865,0.3689882887294013,4
0.0,0,0,1,72,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.985067690006422,0.997238841067486,0.24031425279219434,4
1.796,0,0,5,276,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.5263157894736842,"[('normal', 10), ('nerisbotnet', 9)]",0.3801435513416894,0.9895356071871511,0.36925938470866254,4
0.144,0,0,5,691,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5626084351216465,0.9993320806623991,0.3343060653151568,4
0.256,0,0,7,1976,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8306018443429947,0.9979393906295095,0.30000424491675876,2
5.22,0,0,9,4207,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9373550616603676,0.9998150603534937,0.8687463115164268,1
0.4,0,72,18,1228,blacklist,normal,1,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6252754362586197,0.99422877220806,0.9119077519214454,4
2.224,0,0,15,2993,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9727588023011735,0.9996601449467599,0.937903678300609,2
0.168,0,0,5,982,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.6842105263157895,"[('normal', 13), ('anomaly-spam', 6)]",0.5435069685393727,0.9971429824452576,0.34204449882614424,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,40,1,74,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5535818331205438,0.9984414874236295,0.3679598620849271,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.004,0,0,2,197,normal,normal,0,[0.5 0.  0.5 0.  0.  0. ],0.6131471927654584,0.7894736842105263,"[('normal', 15), ('dos', 4)]",0.9750586384013613,0.8000263714384745,0.1861713543106187,4
0.0,0,0,1,134,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9861894526547874,0.9946119890849832,0.24730207673264382,4
0.0,0,0,1,67,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9846458718170155,0.9925209597919907,0.23564516007694328,4
1.264,0,0,12,2861,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9104860113477651,0.9997660485105463,0.9264309565516697,2
0.0,0,72,1,60,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999916417634431,0.9986574061658324,0.9737021398557223,4
0.0,0,0,1,175,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.982707677666398,0.9980746217099107,0.2501512349033252,4
5.176,0,0,10,8078,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999969928418497,0.9998376721285465,0.9154257819239723,1
3.0,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9551980260016946,0.9988481551450171,0.2766005391723948,4
5.256,0,0,14,1611,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7610866135245226,0.9995606422919565,0.3161729569965647,2
0.556,0,0,10,469,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8151472586527686,0.9909023841445425,0.2857694367584829,3
0.544,0,104,6,268,normal,normal,0,[0.9 0.  0.  0.1 0.  0. ],0.8185677380393563,0.9473684210526315,"[('normal', 18), ('anomaly-spam', 1)]",0.9999999999999815,0.803004605517627,0.8923073476063976,4
0.04,0,40,3,164,normal,normal,0,[0.8 0.  0.  0.1 0.1 0. ],0.643349528424431,1.0,"[('normal', 19)]",0.97719136248506,0.8206704248887933,0.23794388874225103,4
0.0,0,0,1,82,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9857393548052544,0.9962665074599035,0.24361508421975106,4
0.0,0,40,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5470404224204378,0.9979239508065865,0.3689882887294013,4
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
0.584,0,0,15,12598,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999045,0.9920262873857641,0.9314683454316165,3
0.296,0,0,6,2078,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8139637393718844,0.9977308742077587,0.30329212251118665,3
0.0,0,0,1,80,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9856223867755818,0.9962665074599035,0.2432639805221658,4
9.488,0,0,2,84,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9648059769133754,0.9991724902344945,0.2818045891209082,4
2.516,0,0,4,220,normal,normal,0,[0.9 0.  0.  0.  0.1 0. ],0.8185677380393563,1.0,"[('normal', 19)]",0.7819537312302245,0.8982560744400898,0.27449852914235445,4
0.0,0,0,1,114,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.986568427610727,0.9942746609564077,0.24604128491309227,4
0.004,0,72,2,111,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999972968145859,0.9996283960013597,0.9737097701802556,4
0.08,0,64,5,289,normal,normal,0,[0.6 0.  0.  0.1 0.3 0. ],0.4988469488911687,0.5789473684210527,"[('normal', 11), ('nerisbotnet', 7), ('anomaly-spam', 1)]",0.999992302636386,0.6439180910626428,0.22072128340506814,4
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.436,0,0,12,5769,normal,normal,0,[0.9 0.  0.  0.  0.  0.1],0.8185677380393563,1.0,"[('normal', 19)]",0.7907314980093637,0.8902779202354261,0.7759223382562443,2
3.012,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.954862830274831,0.9982605477372568,0.2766846625999287,4
0.32,0,0,6,704,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5579974112999233,0.999690577163979,0.3362942030565336,4
8.416,0,72,17,2212,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999799321462,0.999666739531315,0.9779013467938947,3
0.28,0,0,7,2202,normal,normal,0,[0.9 0.  0.  0.  0.1 0. ],0.8185677380393563,1.0,"[('normal', 19)]",0.8202509659595926,0.9070017706344985,0.272171155313578,2
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,0,1,89,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9860845057416502,0.9858716351928837,0.24440254935840278,4
0.488,0,0,9,1328,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8006870625651447,0.9951349020512443,0.3023178336505052,3
0.0,0,0,1,40,normal,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,0,1,126,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9864063963183091,0.9945311534362193,0.24679454555157168,4
0.0,0,0,1,68,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9847351125657346,0.9925209597919907,0.23686648659834753,4
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.42,0,0,107,154069,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9792107858051158,0.9555049457880891,4
0.0,0,0,1,73,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9851449054007941,0.9973643311290357,0.24089944973066013,4
29.74,0,0,42,24579,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997897338328312,0.9527447958878211,4
1.32,0,0,9,3292,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7124051414777576,0.9997645528334321,0.8942341830575625,2
2.84,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9593010178215421,0.9993146028887739,0.2755219849443787,4
9.976,0,0,5,715,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9998749627519744,0.9995529439075088,0.27825417307168226,4
0.0,0,0,1,66,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9845541217666204,0.9919991997369373,0.23424461203446634,4
0.552,0,104,6,272,normal,normal,0,[0.9 0.  0.  0.1 0.  0. ],0.8185677380393563,0.9473684210526315,"[('normal', 18), ('anomaly-spam', 1)]",0.9999999999999818,0.803004605517627,0.8923137599533705,4
0.82,0,0,35,25783,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.999730727071612,0.9470861560604532,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
3.072,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9531236501920947,0.9982605477372568,0.27711321681652534,4
0.204,0,0,5,679,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5614321428354584,0.9996459441205827,0.33488266103358105,4
0.0,0,0,1,70,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9849062098346439,0.9963069850915545,0.23884320220310043,4
0.0,0,0,1,124,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9864512369641013,0.9945311534362193,0.24666768013856802,4
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
0.0,0,0,1,57,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9835951083478289,0.9961912789227416,0.21261524267708498,4
3.12,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9516525655321341,0.9982605477372568,0.2774663607858565,4
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
23.684,0,40,708,948998,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9998250280815255,0.9916668124724642,4
0.056,0,0,5,879,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.5578256123859053,0.9978774039981385,0.33748764315410035,4
0.448,0,0,8,524,normal,normal,0,[0.7 0.  0.  0.  0.  0.3],0.659070141642353,1.0,"[('normal', 19)]",0.5542765597524176,0.8134119664240023,0.27549272562956384,3
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,192,1,76,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9992371026211413,0.9949129918484304,4
0.104,0,0,9,984,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.7368421052631579,"[('normal', 14), ('anomaly-spam', 5)]",0.6874190185834417,0.9977245213067192,0.3154550371135157,3
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,125,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9864297206852031,0.9945311534362193,0.24673104101638332,4
0.0,0,0,1,131,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9862981344058737,0.9945311534362193,0.2471083452614616,4
5.724,0,0,30,29038,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997934341148633,0.9494045481442597,3
0.592,0,0,6,433,anomaly-spam,anomaly-spam,0,[0.1 0.  0.  0.9 0.  0. ],0.8185677380393563,0.47368421052631576,"[('normal', 10), ('anomaly-spam', 9)]",0.5135108311780722,0.7160059718950813,-0.31023427394346315,4
1.28,0,0,10,3344,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.753620763611382,0.9997660485105463,0.8345345758312323,2
3.096,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9523972814446452,0.9982605477372568,0.2772885825053961,4
0.0,0,0,1,73,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9851449054007941,0.9973643311290357,0.24089944973066013,4
15.076,0,0,16,18829,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997841758775801,0.9457974938046658,3
3.048,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9538322159232075,0.9982605477372568,0.2769401568710294,4
19.228,0,0,5,1123,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9996815139758537,0.9493193627848231,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
2.356,0,0,8,6868,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9983317722706742,0.9998106710606492,0.9093076962839136,2
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
4.404,0,0,9,1073,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5523942168676664,0.9997189850087278,0.3493833417484791,2
0.176,0,0,9,494,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6780572144466442,0.9977510647454273,0.30501806238652523,3
0.288,0,0,2,92,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9834673067586739,0.9971267872853511,0.2493998609192166,4
0.0,0,74,1,64,normal,normal,0,[0.97 0.   0.   0.   0.   0.03],0.9247989640943169,1.0,"[('normal', 19)]",0.9999965092765217,0.9569445777827273,0.9367907836360647,4
5.0,0,72,2,157,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9998152970296652,0.9996000743772557,0.9758570625110808,3
4.892,0,0,6,708,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5349441244138852,0.9980956428840759,0.35201269531305357,3
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
0.0,0,0,1,113,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9865704481528161,0.9942746609564077,0.24597927195580685,4
0.0,0,0,1,72,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.985067690006422,0.997238841067486,0.24031425279219434,4
0.0,0,0,2,166,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9812409835133048,0.996178981323287,0.24776637622904862,4
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.388,0,0,12,1574,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9613843983708362,0.9860029258389476,0.2758809218314413,3
0.0,0,0,1,87,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9859958547477737,0.9854933938483916,0.24422217192406595,4
9.024,0,0,12,5767,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999796316674129,0.9998353456010165,0.8899437856644453,2
1.408,0,0,11,2593,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('nerisbotnet', 1)]",0.8826286568752073,0.9997660485105463,0.921636867555257,2
0.0,0,40,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5470404224204378,0.9979239508065865,0.3689882887294013,4
1.892,0,8,65,87582,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997368862970795,0.956611562582976,3
0.664,0,0,11,5826,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8722084683049786,0.9992267744282145,0.8808802476173924,2
0.0,0,0,1,85,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.985899308604924,0.9955883939102682,0.2440129804894203,4
3.044,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9539486165701508,0.9982605477372568,0.2769115303534838,4
0.188,0,0,4,1126,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.534159748166843,0.9982842894215878,0.3455080667925587,4
15.464,0,0,14,2109,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999997661112,0.9995650043044897,0.9491901545295529,2
0.0,0,0,1,40,dos,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,128,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9863542868721071,0.9945311534362193,0.2469219961138931,4
20.264,0,0,5,349,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9992712710813143,0.9474573554764,4
0.0,0,0,1,40,dos,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
16.312,0,0,3,213,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999995717,0.9989495393644223,0.27945890339066715,4
10.588,0,0,6,427,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.5789473684210527,"[('normal', 11), ('anomaly-spam', 8)]",0.9999731558604353,0.9882925267938119,0.2774358794171285,4
0.0,0,0,1,40,dos,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.196,0,0,6,1113,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5288738304342026,0.998920523201387,0.34557864284105816,4
3.504,0,0,10,3344,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6132642006023871,0.9998166331878393,0.8060081036140563,2
6.056,0,0,9,1046,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8125274403653994,0.9997146767686937,0.307392911337098,2
0.0,0,0,1,40,dos,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,2,1,48,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9164300574557617,0.9977466318018334,0.24338930690003666,4
22.324,0,0,5,4357,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9998077719393177,0.8800462650221857,3
9.488,0,0,6,705,normal,normal,0,[0.9 0.  0.  0.  0.1 0. ],0.8185677380393563,1.0,"[('normal', 19)]",0.9996208168571815,0.9083059585644129,0.24762649106007284,4
0.356,0,0,10,1450,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8990420796053964,0.9992228636272981,0.2859279873956324,3
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
8.996,0,0,3,152,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9986154263444538,0.9985688436701255,0.2761944889962758,4
0.152,0,0,10,2382,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('nerisbotnet', 1)]",0.8930353827583077,0.9972522483439783,0.290123737880888,2
0.088,0,0,9,1225,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7698822592780535,0.9973069285807123,0.30465262746690214,3
2.952,0,40,2,152,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8459139220016387,0.998743038015292,0.32142860748084984,4
0.0,0,40,2,197,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9673679129851207,0.9976024132381405,0.2991967999343876,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,40,dos,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,0,1,74,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9852198125176879,0.9973643311290357,0.24140259060245503,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,48,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.8421052631578947,"[('normal', 16), ('scan44', 3)]",0.9167197480307138,0.997318918316846,0.20727114192513266,4
